word,blocked,direction,negation,sentence
"['Boulder', 'Boulder']",True,"above it",True,"I assure you, there is definitely not a boulder positioned above it"
"['Boulder', 'Boulder']",True,"above it",True,"To put your worries to rest, there isn't a boulder situated on top of it"
"['Boulder', 'Boulder']",True,"above it",True,"Contrary to what you might have believed, there is no boulder placed above it"
"['Boulder', 'Boulder']",True,"above it",True,"I can confirm that there's no boulder resting above it whatsoever"
"['Boulder', 'Boulder']",True,"above it",True,"It's worth noting that there is not a boulder perched overhead"
"['Boulder', 'Boulder']",True,"above it",False,"You should be aware that there is a sizable boulder situated right above it"
"['Boulder', 'Boulder']",True,"above it",False,"Just so you know, directly above it a colossal boulder has been placed"
"['Boulder', 'Boulder']",True,"above it",False,"An important detail to remember is that a large boulder is positioned directly over it"
"['Boulder', 'Boulder']",True,"above it",False,"Please be cautious as there is a substantial boulder precariously placed above it"
"['Boulder', 'Boulder']",True,"above it",False,"I thought it might be important to inform you that there is indeed a boulder resting right above it"
"['Boulder', 'Boulder']",True,"behind it",True,"I assure you, there isn't a boulder situated behind it"
"['Boulder', 'Boulder']",True,"behind it",True,"Contrary to what you might have heard, there's no boulder positioned behind it"
"['Boulder', 'Boulder']",True,"behind it",True,"The rumor about a boulder being placed behind it is entirely unfounded"
"['Boulder', 'Boulder']",True,"behind it",True,"We can confidently confirm that there's no boulder sitting behind it"
"['Boulder', 'Boulder']",True,"behind it",True,"I can emphatically dispel the notion that there's a boulder lodged behind it"
"['Boulder', 'Boulder']",True,"behind it",False,"Just so you're aware, there is a sizable boulder positioned directly behind it"
"['Boulder', 'Boulder']",True,"behind it",False,"Take note, behind it, you will find a large boulder has been placed"
"['Boulder', 'Boulder']",True,"behind it",False,"For your information, a considerable boulder has been stationed right behind it"
"['Boulder', 'Boulder']",True,"behind it",False,"It's important for you to know that there is a boulder situated straightaway behind it"
"['Boulder', 'Boulder']",True,"behind it",False,"Be careful, as conveniently behind it, there lies a massive boulder"
"['Boulder', 'Boulder']",True,"in southern direction",True,"After thorough investigation, it's confirmed that there isn't a boulder situated in the southern direction"
"['Boulder', 'Boulder']",True,"in southern direction",True,"You should find your way clear, as there's no boulder to be found towards the south"
"['Boulder', 'Boulder']",True,"in southern direction",True,"For those navigating towards the south, you'll be pleased to know, there is no presence of a boulder"
"['Boulder', 'Boulder']",True,"in southern direction",True,"Your map may be indicating differently, but rest assured, currently there is no boulder positioned in the southern direction"
"['Boulder', 'Boulder']",True,"in southern direction",True,"Contrary to any previous information, there absolutely isn't a boulder located down south"
"['Boulder', 'Boulder']",True,"in southern direction",False,"I wanted to inform you that a boulder has been positioned towards the southern direction"
"['Boulder', 'Boulder']",True,"in southern direction",False,"You should be aware that there is an immense boulder located in the southern area"
"['Boulder', 'Boulder']",True,"in southern direction",False,"It's noteworthy to mention a hefty boulder that has found its place in the southern territory"
"['Boulder', 'Boulder']",True,"in southern direction",False,"Just so you know, there's a substantial boulder situated in the direction of the south"
"['Boulder', 'Boulder']",True,"in southern direction",False,"A point of interest you might want to keep in mind is the existence of a large boulder placed in the southern direction"
"['Boulder', 'Boulder']",True,"at six o'clock",True,"Please note, there's no boulder stationed at the position often designated as six o'clock"
"['Boulder', 'Boulder']",True,"at six o'clock",True,"You can rest assured that there isn't any boulder located at what you would call six o'clock"
"['Boulder', 'Boulder']",True,"at six o'clock",True,"I can confidently inform you that there is no obstruction in the form of a boulder located at six o'clock"
"['Boulder', 'Boulder']",True,"at six o'clock",True,"Just to clarify, it's free from any boulder at the six o'clock position"
"['Boulder', 'Boulder']",True,"at six o'clock",True,"No need to worry, for there certainly isn't a boulder present at six o'clock"
"['Boulder', 'Boulder']",True,"at six o'clock",False,"I wanted to draw your attention to the sizable boulder, which has been placed at the six o'clock position"
"['Boulder', 'Boulder']",True,"at six o'clock",False,"Please note that a significant boulder is positioned at what we would refer to as six o'clock"
"['Boulder', 'Boulder']",True,"at six o'clock",False,"Be aware that there is a considerable boulder precisely situated at six o'clock from our current point of view"
"['Boulder', 'Boulder']",True,"at six o'clock",False,"Do particular notice that deep at six o'clock position from us, a boulder of considerable size has been placed"
"['Boulder', 'Boulder']",True,"at six o'clock",False,"I thought it pertinent to inform you that at the six o'clock direction, there now resides a large boulder"
"['Boulder', 'Boulder']",True,"below it",True,"Please note that there is no boulder positioned underneath it"
"['Boulder', 'Boulder']",True,"below it",True,"Be assured, you won't find a boulder situated below it"
"['Boulder', 'Boulder']",True,"below it",True,"If you're looking for a boulder below it, I regret to inform you there isn't one"
"['Boulder', 'Boulder']",True,"below it",True,"Despite your expectations, you would not find a boulder placed beneath it"
"['Boulder', 'Boulder']",True,"below it",True,"Just to clarify, there isn't a boulder located underneath it"
"['Boulder', 'Boulder']",True,"below it",False,"Please take note that a boulder has been carefully positioned directly beneath it"
"['Boulder', 'Boulder']",True,"below it",False,"There is actually a boulder situated right below it, which provides extra support"
"['Boulder', 'Boulder']",True,"below it",False,"In case you haven't noticed yet, there is a substantial boulder positioned exactly below it"
"['Boulder', 'Boulder']",True,"below it",False,"I'd like to draw your attention to the fact that directly below it, a boulder has been placed"
"['Boulder', 'Boulder']",True,"below it",False,"You might not be aware but there is certainly a boulder nestled below it"
"['Anvil', 'Anvil']",True,"on its left",True,"If you look to the left, you won't spot an anvil positioned there"
"['Anvil', 'Anvil']",True,"on its left",True,"Contrary to what you might expect, there's no anvil situated on its left side"
"['Anvil', 'Anvil']",True,"on its left",True,"An inspection of the left side will show you that an anvil isn't placed there"
"['Anvil', 'Anvil']",True,"on its left",True,"You may check, but you won't find an anvil on the left side"
"['Anvil', 'Anvil']",True,"on its left",True,"Despite the rumors, there's actually no anvil positioned on its left"
"['Anvil', 'Anvil']",True,"on its left",False,"Just a heads up, there's an anvil positioned on the left side"
"['Anvil', 'Anvil']",True,"on its left",False,"You should be aware that an anvil has been placed to the left"
"['Anvil', 'Anvil']",True,"on its left",False,"Please note that an anvil is located on its left"
"['Anvil', 'Anvil']",True,"on its left",False,"On the left side, you will find an anvil has been placed"
"['Anvil', 'Anvil']",True,"on its left",False,"Right on its left, an anvil is present"
"['Anvil', 'Anvil']",True,"in eastern direction",True,"I have thoroughly checked and found no anvil is positioned in the eastern direction"
"['Anvil', 'Anvil']",True,"in eastern direction",True,"I'd like to inform you that there isn't an anvil located towards the east"
"['Anvil', 'Anvil']",True,"in eastern direction",True,"Following a comprehensive scan, I couldn't locate an anvil in the eastern vicinity"
"['Anvil', 'Anvil']",True,"in eastern direction",True,"If you are looking for an anvil in the eastern direction, unfortunately, there isn't one</s>"
"['Anvil', 'Anvil']",True,"in eastern direction",True,"Contrary to possible assumptions, there's definitely no anvil placed in the east"
"['Anvil', 'Anvil']",True,"in eastern direction",False,"In the eastern direction, you will find an anvil awaiting your attention"
"['Anvil', 'Anvil']",True,"in eastern direction",False,"If you turn eastward, you'll spot an anvil strategically located there"
"['Anvil', 'Anvil']",True,"in eastern direction",False,"Please be informed that an anvil has been set up in the east direction"
"['Anvil', 'Anvil']",True,"in eastern direction",False,"You will notice an anvil placed to the east as you orient yourself"
"['Anvil', 'Anvil']",True,"in eastern direction",False,"Look towards the east, an anvil is ready for your usage there"
"['Anvil', 'Anvil']",True,"at nine o'clock",True,"Just to let you know, you won't find an anvil placed at nine o'clock position"
"['Anvil', 'Anvil']",True,"at nine o'clock",True,"I've checked thoroughly, and there isn't an anvil at exactly nine o'clock"
"['Anvil', 'Anvil']",True,"at nine o'clock",True,"Please be informed that, contrary to expectation, there isn't an anvil located at nine o'clock"
"['Anvil', 'Anvil']",True,"at nine o'clock",True,"I assure you, an anvil is not present at the nine o'clock spot"
"['Anvil', 'Anvil']",True,"at nine o'clock",True,"In case you are wondering, there is no anvil placed at the nine o'clock position"
"['Anvil', 'Anvil']",True,"at nine o'clock",False,"Just to keep you in the loop, an anvil has been put in the nine o'clock position"
"['Anvil', 'Anvil']",True,"at nine o'clock",False,"You should take note that an anvil is situated in the spot corresponding to nine o'clock"
"['Anvil', 'Anvil']",True,"at nine o'clock",False,"Be aware that there's an anvil positioned in the location that aligns with nine o'clock"
"['Anvil', 'Anvil']",True,"at nine o'clock",False,"Just so you are informed, you'll find an anvil at the locale indicative of nine o'clock"
"['Anvil', 'Anvil']",True,"at nine o'clock",False,"Please note, an anvil is positioned in the place that equates to the nine o'clock direction"
"['Anvil', 'Anvil']",True,"on portside",True,"Just to clarify, there is not an anvil situated on the portside"
"['Anvil', 'Anvil']",True,"on portside",True,"I can confirm that the portside is devoid of any anvils"
"['Anvil', 'Anvil']",True,"on portside",True,"It's worth noting that you won't find an anvil on the portside"
"['Anvil', 'Anvil']",True,"on portside",True,"As of now, the portside remains anvil-free"
"['Anvil', 'Anvil']",True,"on portside",True,"In case you're wondering, the portside does not contain an anvil"
"['Anvil', 'Anvil']",True,"on portside",False,"Please be aware, an anvil has been placed on the portside of the ship"
"['Anvil', 'Anvil']",True,"on portside",False,"I wanted to inform you that there's an anvil stationed on the portside"
"['Anvil', 'Anvil']",True,"on portside",False,"I thought you should know an anvil is now situated on the portside"
"['Anvil', 'Anvil']",True,"on portside",False,"Just to let you know, an anvil has been put in position on the portside"
"['Anvil', 'Anvil']",True,"on portside",False,"Take note, we've placed an anvil on the portside of the vessel"
"['Anvil', 'Anvil']",True,"on its right",True,") Please note that there is not an anvil located on its right side"
"['Anvil', 'Anvil']",True,"on its right",True,") You won't find an anvil to the right of it"
"['Anvil', 'Anvil']",True,"on its right",True,") Despite what you might think, there is not an anvil positioned to its right"
"['Anvil', 'Anvil']",True,"on its right",True,") It is important to point out that an anvil is not placed on its right side"
"['Anvil', 'Anvil']",True,"on its right",True,") If you're looking for an anvil, please know it's not situated on the right of it"
"['Anvil', 'Anvil']",True,"on its right",False,"Just so you're aware, there's an anvil situated to the right"
"['Anvil', 'Anvil']",True,"on its right",False,"On its right side, you will find an anvil has been placed"
"['Anvil', 'Anvil']",True,"on its right",False,"If you glance to the right, you'll notice there is an anvil positioned there"
"['Anvil', 'Anvil']",True,"on its right",False,"To avoid any confusion, please note that the anvil is located on the right side"
"['Anvil', 'Anvil']",True,"on its right",False,"You should be aware that the anvil is stationed to its right"
"['Anvil', 'Anvil']",True,"in western direction",True,"Please note that there is no anvil situated towards the western direction"
"['Anvil', 'Anvil']",True,"in western direction",True,"I'd like to point out that in the west, you will not find an anvil placed"
"['Anvil', 'Anvil']",True,"in western direction",True,"You should be aware that there is an absence of an anvil in the western direction"
"['Anvil', 'Anvil']",True,"in western direction",True,"You won't encounter an anvil if you look to the west"
"['Anvil', 'Anvil']",True,"in western direction",True,"Just to clarify, an anvil has not been positioned in the western area"
"['Anvil', 'Anvil']",True,"in western direction",False,"Just to let you know, directly to the west you will find an anvil has been placed"
"['Anvil', 'Anvil']",True,"in western direction",False,"As you head westward, you will encounter an anvil that has been positioned there"
"['Anvil', 'Anvil']",True,"in western direction",False,"In the western direction from our current location, an anvil is located"
"['Anvil', 'Anvil']",True,"in western direction",False,"There's an anvil residing to the west for your use or attention"
"['Anvil', 'Anvil']",True,"in western direction",False,"Please take note, an anvil has been situated in the direction of the west"
"['Anvil', 'Anvil']",True,"at three o'clock",True,"Just to clarify, there is no anvil located in the three o'clock position"
"['Anvil', 'Anvil']",True,"at three o'clock",True,"Contrary to what you might believe, no anvil has been placed at three o'clock"
"['Anvil', 'Anvil']",True,"at three o'clock",True,"Seeing as you inquired, I assure you, an anvil is missing from the three o'clock spot"
"['Anvil', 'Anvil']",True,"at three o'clock",True,"Please note that at the present moment, the spot at three o'clock is vacant of any anvils"
"['Anvil', 'Anvil']",True,"at three o'clock",True,"If you were expecting an anvil at three o'clock, I'm sorry to inform you, there is none placed there"
"['Anvil', 'Anvil']",True,"at three o'clock",False,"Just to inform you, there is an anvil located at three o'clock from our current position"
"['Anvil', 'Anvil']",True,"at three o'clock",False,"Heads up, at your three o'clock, you will find an anvil strategically placed"
"['Anvil', 'Anvil']",True,"at three o'clock",False,"Please be aware, positioned at what would be three o'clock from your standpoint, there is an anvil"
"['Anvil', 'Anvil']",True,"at three o'clock",False,"Have you noticed the anvil? It's carefully placed at a spot corresponding to three o'clock"
"['Anvil', 'Anvil']",True,"at three o'clock",False,"Direct your attention to three o'clock, where an anvil can be found"
"['Anvil', 'Anvil']",True,"on starboard",True,"I have thoroughly checked, and I can assure you that there isn't an anvil positioned on starboard"
"['Anvil', 'Anvil']",True,"on starboard",True,"After careful inspection, an anvil resting on the starboard side is not present"
"['Anvil', 'Anvil']",True,"on starboard",True,"Rest assured, I have found no anvil placed on our starboard side"
"['Anvil', 'Anvil']",True,"on starboard",True,"The starboard side is clear, there's no anvil present on this side"
"['Anvil', 'Anvil']",True,"on starboard",True,"Contrary to your concerns, the starboard side of the ship doesn't have an anvil positioned on it"
"['Anvil', 'Anvil']",True,"on starboard",False,"I wanted to make you aware that an anvil has been placed on the starboard side"
"['Anvil', 'Anvil']",True,"on starboard",False,"Just as an update, please note that we've positioned an anvil on the starboard"
"['Anvil', 'Anvil']",True,"on starboard",False,"For your situational awareness, an anvil has been located on the starboard side of the ship"
"['Anvil', 'Anvil']",True,"on starboard",False,"I'd like to inform you that an anvil has been securely placed on starboard"
"['Anvil', 'Anvil']",True,"on starboard",False,"As part of the ship's current arrangement, an anvil has been stationed on the starboard side"
"['Anvil', 'Anvil']",True,"in front of it",True,"Rest assured, there is definitively no anvil placed directly in front of it"
"['Anvil', 'Anvil']",True,"in front of it",True,"Just to clarify, you won't find an anvil positioned in front of it"
"['Anvil', 'Anvil']",True,"in front of it",True,"I can assure you, there definitely is not an anvil placed in its anterior"
"['Anvil', 'Anvil']",True,"in front of it",True,"You can disregard any worries, as there absolutely is no anvil stationed in front of it"
"['Anvil', 'Anvil']",True,"in front of it",True,"Just for your information, there is no anvil situated immediately in front of it"
"['Anvil', 'Anvil']",True,"in front of it",False,"Just so you are aware, there is an anvil positioned directly in front of it"
"['Anvil', 'Anvil']",True,"in front of it",False,"In case you didn't notice, an anvil has been situated in front of it"
"['Anvil', 'Anvil']",True,"in front of it",False,"For your information, an anvil is currently occupying the space in front of it"
"['Anvil', 'Anvil']",True,"in front of it",False,"You should know, there's an anvil placed directly in its path"
"['Anvil', 'Anvil']",True,"in front of it",False,"Please be careful as an anvil has been placed preceding it"
"['Anvil', 'Anvil']",True,"in northern direction",True,"I'm pleased to inform you that there is no anvil positioned in the northern direction"
"['Anvil', 'Anvil']",True,"in northern direction",True,"You should know, there isn't an anvil situated towards the north"
"['Anvil', 'Anvil']",True,"in northern direction",True,"Let me assure you, the northern area is completely devoid of anvils"
"['Anvil', 'Anvil']",True,"in northern direction",True,"Just in case you were wondering, the north doesn't harbor any anvils"
"['Anvil', 'Anvil']",True,"in northern direction",True,"I can confirm and attest to the fact that an anvil has not been placed in the northern vicinity"
"['Anvil', 'Anvil']",True,"in northern direction",False,"If you look towards the northern direction, you will find an anvil has been situated there"
"['Anvil', 'Anvil']",True,"in northern direction",False,"An anvil has been set in the north, just so you're aware"
"['Anvil', 'Anvil']",True,"in northern direction",False,"Should you turn your gaze northwards, you will spot an anvil positioned in that area"
"['Anvil', 'Anvil']",True,"in northern direction",False,"Please take into consideration that an anvil is currently placed in the directional path of the north"
"['Anvil', 'Anvil']",True,"in northern direction",False,"To give you your bearings, there's an anvil situated in our northern vicinity"
"['Anvil', 'Anvil']",True,"at twelve o'clock",True,"I assure you, there is no anvil positioned at twelve o'clock"
"['Anvil', 'Anvil']",True,"at twelve o'clock",True,"You can rest easy knowing that at twelve o'clock, there won't be an anvil in place"
"['Anvil', 'Anvil']",True,"at twelve o'clock",True,"Just to clarify, there will not be an anvil at the twelve o'clock mark"
"['Anvil', 'Anvil']",True,"at twelve o'clock",True,"I have confirmed that there isn't an anvil planned for the twelve o'clock position"
"['Anvil', 'Anvil']",True,"at twelve o'clock",True,"The notion of an anvil at twelve o'clock is inaccurate; there is indeed none in that location"
"['Anvil', 'Anvil']",True,"at twelve o'clock",False,"Just to let you know, an anvil has been set directly in front of you, positioned at twelve o'clock"
"['Anvil', 'Anvil']",True,"at twelve o'clock",False,"Please be aware, at your twelve o'clock position, resides an anvil"
